ProteinID,tSNE_x_dim,tSNE_y_dim,Organelle_annotation,Detailed_manual_annotation
Q96RQ1,-4.986460237,-28.24035412,,
Q96RQ3,-21.46703134,-52.988701,Mitochondrion,
Q96RQ9;Q96RQ9-2,-6.286899038,-49.09335009,,
Q96RS6;Q96RS6-2;Q96RS6-3,15.6966381,-6.219308011,,
Q96RT1-3;Q96RT1-9;Q96RT1-2;Q96RT1;Q96RT1-8;Q96RT1-5;Q96RT1-7,52.39003601,-20.53510487,Nucleus,
Q96RT7-2;Q96RT7-3;Q96RT7,-8.657517178,32.03664697,Cytoplasm,
Q96RU2-2;Q96RU2;Q96RU2-3,-5.604621131,40.85270997,Nucleus,
Q96RU3-4;Q96RU3-3;Q96RU3-5;Q96RU3-2;Q96RU3,-24.54239707,-48.0375853,Cytoplasm,
Q96S19;Q96S19-3;Q96S19-5,-13.69546598,-34.87657328,,
Q96S44,-38.14621407,6.459231066,Nucleus,
Q96S52;Q96S52-2,-3.537157959,-14.95435848,ER,
Q96S55-2;Q96S55;Q96S55-3,-16.06723427,56.33044621,Nucleus,
Q96S59;Q96S59-2,-5.245155141,32.6526077,,
Q96S66;Q96S66-2,-22.84832895,-36.01353692,,
Q96S82,-0.204690499,39.297893,,
Q96S97,25.00141281,11.20285525,,
Q96S99,-14.54192928,-9.415969015,,
Q96SB3,43.29607814,-25.80332568,,
Q96SB4,-41.93842376,40.35922195,,
Q96SB8;Q96SB8-2,-4.260913681,45.97519446,Nucleus,
Q96SI9;Q96SI9-2,-17.80232017,57.15313014,Cytoplasm,
Q96SK2-2;Q96SK2;Q96SK2-3,-20.98183914,6.29770375,,
Q96SN8-3;Q96SN8;Q96SN8-2;Q96SN8-4,48.59818928,5.660152985,Cytoplasm,
Q96ST2;Q96ST2-2;Q96ST2-3,-12.90359048,34.5755754,Nucleus,
Q96ST3,-9.959988675,44.24154545,Nucleolus,
Q96SU4-7;Q96SU4-2;Q96SU4;Q96SU4-6;Q96SU4-3;Q96SU4-5;Q96SU4-4,7.778925627,43.1927005,,
Q96SY0;Q96SY0-4;Q96SY0-3,-20.61223827,43.64181111,,
Q96SZ5,-0.202761508,-52.5284025,,
Q96T23;Q96T23-2;Q96T23-3,-13.86909518,34.04568473,Nucleus,
Q96T37-4;Q96T37-2;Q96T37-3;Q96T37,37.64436725,31.65909874,Nucleus,
Q96T51;Q96T51-2,36.71338672,24.23879628,Cytoplasm,
Q96T58,41.62461389,3.347107863,Nucleus,
Q96T60;Q96T60-2,-10.86810494,40.04459707,Nucleus,
Q96T76;Q96T76-8;Q96T76-9;Q96T76-5,-39.46708293,-22.54172573,,
Q96T88-2;Q96T88,5.053689387,63.48875224,Nucleus,
Q96TA1-2;Q96TA1,-1.925248902,-3.681683416,Cytoplasm,
Q96TA2-3,-9.210311159,54.03585855,Mitochondrion,
Q96TC7;Q96TC7-2,17.15010349,-56.77279489,,
Q99417,-33.80363282,5.698036176,,
Q99426,25.25790634,-17.08703667,Cytoplasm,
Q99436,-37.62029091,-6.922694614,,
Q99439;Q99439-2,62.80436564,3.704475058,,
Q99442,32.92015509,-41.38217992,ER,
Q99447;Q99447-3,30.71858946,29.43544278,,
Q99459,-16.39612406,35.67215244,,
Q99460;Q99460-2,-36.9258118,-20.98931708,,
Q99470,25.60263282,-29.23190353,Secreted,
Q99471,-30.66036362,-8.041526218,,
Q99490,-23.00577531,-10.95100621,,
Q99497,4.164956487,-23.65538361,,
Q99504-5;Q99504;Q99504-3;Q99504-2;Q99504-4,4.54786518,46.65612781,,
Q99536;Q99536-3;Q99536-2,13.83546735,-40.16636087,Mitochondrion,
Q99538;Q99538-2;Q99538-3,-10.80891561,-36.09076633,,
Q99541,9.193829625,13.53332578,,
Q99543,-25.53737717,41.44919063,,
Q99547,-26.82649942,-10.11945914,,
Q99549;Q99549-2,-7.749954075,17.3983666,Nucleus,
Q99567,-26.22035891,29.17790703,Nucleus,
Q99570,-44.41151167,-32.2679062,,
Q99575,4.071415055,47.85305192,Nucleolus,
Q99584,-30.86863079,-8.747982315,Secreted,
Q99590;Q99590-2,-19.52381314,4.3985145,Nucleus,
Q99598,-29.93849305,-21.67520738,,
Q99611,-6.628033033,-42.85309326,,
Q99613;Q99613-2;B5ME19,-51.86716342,-18.69378117,Cytoplasm,
Q99614,-36.49642355,-2.341431451,,
Q99615;Q99615-2,2.042183529,41.59996067,,
Q99622,3.562331978,51.84242672,Cytoplasm,
Q99623;Q99623-2,5.689225816,-57.433563,,
Q99627;Q99627-2,-22.93118324,-9.475008122,,
Q99643,7.75437637,-45.28941967,Mitochondrion,complex II
Q99653,24.41629797,2.21251134,,
Q99661;Q99661-2,12.52713452,67.4026744,,
Q99685;Q99685-2,53.12663751,-40.89507423,Cytoplasm,
Q99698,21.94831857,13.32229015,Cytoplasm,
Q99700-2;Q99700-4;Q99700;Q99700-5,4.68161154,30.10294193,Cytoplasm,
Q99707;Q99707-2,43.3118201,20.29858428,Cytoplasm,
Q99714;Q99714-2,-17.11670343,-55.23568166,Mitochondrion,
Q99715;Q99715-4;Q99715-2,7.518999745,-14.55651232,Secreted,
Q99720;Q99720-3;Q99720-2;Q99720-5;Q99720-4,14.00264548,-26.89276233,,
Q99729-3;Q99729-2,-38.55430611,12.29163027,,hnRNP
Q99733;Q99733-2,-46.88462614,-7.228606493,Nucleus,
Q99735;Q99735-2,-3.990856675,-13.64469421,ER,
Q99747;Q99747-2,34.58558435,-41.58811419,,
Q99755-3;Q99755,-6.78397946,53.55298709,,
Q99757,-49.7824205,12.41572229,Mitochondrion,
Q99766,9.435913697,-44.53386872,Mitochondrion,ATP synthase
Q99797,7.258890287,-34.44608015,Mitochondrion,
Q99798,30.10780793,-43.76833548,Mitochondrion,
Q99805,46.44068175,-5.863023003,,
Q99807;Q99807-2,-5.679439632,-43.74498587,Mitochondrion,
Q99808;Q99808-2,-10.8672304,10.18250048,,
Q99816;Q99816-2,35.25699459,-17.81118198,,
Q99828;Q99828-2,45.44814397,16.69538,,
Q99829,-49.1810324,-31.03778323,,
Q99832;Q99832-3;Q99832-4;Q99832-2,-39.42901605,-14.64712414,Cytoplasm,
Q99836;Q99836-6;Q99836-2;Q99836-3,0.019499487,37.42929862,Cytoplasm,
Q99848,-38.00524825,24.83991921,Nucleolus,nucleolar rRNA processing
Q99856,-6.998990839,-50.03559032,,
Q99873-4,-41.34019193,9.591054569,,
Q99961;Q99961-3,27.26180811,28.95311508,Cytoplasm,
Q99973-2;Q99973,-0.412461071,-52.64350411,Nucleus,
Q99986,-29.78573431,35.36844608,,
Q99996-3;Q99996-2;Q99996;Q99996-6;Q99996-5,-19.51876384,16.02687669,Cytoplasm,
Q9BPW8,-19.41366005,-54.10546188,,
Q9BPX3,6.154145163,59.1299968,,
Q9BPX5,-8.277302281,2.048613548,Cytoplasm,
Q9BPZ7-2;Q9BPZ7;Q9BPZ7-3;Q9BPZ7-5;Q9BPZ7-4;Q9BPZ7-6,16.05953485,43.23261863,Nucleus,
Q9BQ39,-11.92015003,41.60564882,Nucleolus,
Q9BQ48,-5.221507977,3.707956531,Mitochondrion,
Q9BQ52;Q9BQ52-4;Q9BQ52-2,-10.48009088,47.18933785,,
Q9BQ61,-14.7298106,51.18826837,,
Q9BQ67,-58.20816791,-10.07062999,Nucleolus,
Q9BQ69,-21.18947262,-49.55118838,Nucleus,
Q9BQ70,-11.32721612,56.00117928,Nucleus,
Q9BQ75-2;Q9BQ75,-31.34924674,53.60677624,,
Q9BQ95;Q9BQ95-4;Q9BQ95-2,-4.635055806,-41.65715774,,
Q9BQA1;Q9BQA1-2,-53.21769676,-23.10018188,,
Q9BQA9-2;Q9BQA9,43.73215867,-30.96612507,,
Q9BQB6;Q9BQB6-3;Q9BQB6-2,8.63540244,-48.24893493,ER,
Q9BQC3;Q9BQC3-2,-27.09334599,-20.33902485,,
Q9BQC6,-8.357640387,-22.44079438,Mitochondrion,
Q9BQE3,-18.34951382,-8.664991145,Cytoplasm,
Q9BQE4,11.44541525,48.57025729,ER,
Q9BQE5,10.61364209,35.76504725,Cytoplasm,
Q9BQG0;Q9BQG0-2,-56.28366853,18.16021613,,nucleolar rRNA processing
Q9BQP7,-48.04634494,19.18084229,Mitochondrion,
Q9BR61,-9.446480843,2.364546454,Cytoplasm,
Q9BR76,40.07562086,-32.82089618,Cytoplasm,
Q9BRA2,-1.701396622,9.250044745,Cytoplasm,
Q9BRF8;Q9BRF8-2,1.022760224,-43.50562237,Cytoplasm,
Q9BRG1,22.30611965,-47.02083384,,
Q9BRJ2,-6.422947149,-20.25317109,Mitochondrion,
Q9BRJ6,-25.11543408,41.47904981,,
Q9BRJ7;Q9BRJ7-2,-18.33001663,-44.77825405,Cytoplasm,
Q9BRK5,-26.75477999,32.3656286,Cytoplasm,
Q9BRP1,-44.68958702,39.35554354,,
Q9BRP4;Q9BRP4-2,-14.00360452,-8.562074865,,
Q9BRP8,-18.5260012,44.67365644,,
Q9BRQ8,8.797677336,3.923082111,Mitochondrion,
Q9BRR6-2;Q9BRR6,-10.86605681,-29.99559669,Secreted,
Q9BRT2,-5.939935494,-21.19569655,Mitochondrion,
Q9BRT3,-13.99517529,-9.808125768,Cytoplasm,
Q9BRT6,-35.76926246,12.04299919,Nucleolus,
Q9BRT8;Q9BRT8-2;Q9BRT8-3,-12.3953358,3.743106823,,
Q9BRT9,6.579853337,60.0086266,,
Q9BRX2,4.909402752,49.0821274,,
Q9BRX5;Q9BRX5-3;Q9BRX5-2,5.741667853,57.01156696,Nucleus,
Q9BRX8-2;Q9BRX8,-12.74545014,-49.85654322,Secreted,
Q9BRZ2,24.48310619,-2.511995747,Cytoplasm,
Q9BS26,28.85702599,-36.64176028,ER,
Q9BS40,40.4918564,-30.24125095,Cytoplasm,
Q9BSB4,-45.86101705,-10.18202669,Cytoplasm,
Q9BSC4;Q9BSC4-2;Q9BSC4-4,-54.19716705,20.31386166,Nucleolus,
Q9BSD7,13.53018007,-42.68278238,,
Q9BSF4,-6.885345527,-31.84146196,Mitochondrion,
Q9BSH4,-19.93087693,-54.1423622,Mitochondrion,
Q9BSH5,40.03261701,-36.28867862,,
Q9BSJ2;Q9BSJ2-4,5.185133885,27.32043175,Cytoplasm,
Q9BSJ8,36.27530435,17.7955555,ER,
Q9BSR8,-12.13404768,-44.2924458,,
Q9BSV6,-24.24182826,-6.014861337,Nucleolus,
Q9BT09,25.25376317,35.67734084,ER,
Q9BT22;Q9BT22-2,40.07359886,20.96268051,ER,
Q9BT23,4.567351968,45.78974821,,
Q9BT40-2;Q9BT40,43.84432255,-28.42612279,ER,
Q9BT73,-11.21357262,36.58823772,,
Q9BT78;Q9BT78-2,-32.04999088,-14.28125304,,
Q9BTA9;Q9BTA9-2,-7.601553827,50.93161646,Nucleus,
Q9BTC0,-3.344280981,52.54041439,,
Q9BTC8;Q9BTC8-2,-18.23675065,41.74407353,Nucleus,
Q9BTD8-4;Q9BTD8-2;Q9BTD8-3;Q9BTD8,-31.24388973,36.82451031,,
Q9BTE1;Q9BTE1-2;Q9BTE1-3,25.77184188,-20.71133172,Cytoplasm,
Q9BTE3,-3.299489684,42.80850767,Nucleus,
Q9BTE6;Q9BTE6-2,6.384737399,-23.96900726,Cytoplasm,
Q9BTE7,-10.77080132,53.8368562,,
Q9BTL3,7.339584712,-32.54812358,Nucleus,
Q9BTM9;Q9BTM9-2;Q9BTM9-3,6.530991973,6.666248375,Cytoplasm,
Q9BTT0;Q9BTT0-2,-20.02489546,56.11206598,,
Q9BTU6,11.70656816,-38.18860396,Mitochondrion,
Q9BTV4,33.14559026,-43.73268941,,
Q9BTW9,-28.88004796,-19.11552534,Cytoplasm,
Q9BTX1-5;Q9BTX1-2;Q9BTX1;Q9BTX1-6;Q9BTX1-3;Q9BTX1-4,24.26573667,9.663335069,Nucleus,
Q9BTY7,3.330377421,59.18917644,,
Q9BTZ2;Q9BTZ2-8;Q9BTZ2-4;Q9BTZ2-7;Q9BTZ2-2,-13.89679997,-46.32255633,Nucleus,
Q9BU23-2;Q9BU23;Q9BU23-3,6.314738491,-27.97635003,ER,
Q9BU61;Q9BU61-2,-11.39964914,-27.71053319,,
Q9BU76;Q9BU76-4;Q9BU76-3,-0.764400308,36.08717722,,
Q9BU89,4.820597448,11.34408624,,
Q9BUB7;Q9BUB7-2,-3.618433412,-20.50410785,Mitochondrion,
Q9BUE0,4.979885555,38.03274716,Nucleus,
Q9BUF5,8.020336287,-17.45214151,Cytoplasm,
Q9BUH6,-34.12315219,31.10583638,Nucleus,
Q9BUI4,-23.27798399,37.54042156,Nucleus,
Q9BUJ2-2;Q9BUJ2;Q9BUJ2-4;Q9BUJ2-3,-34.48608931,24.37058851,Nucleus,
Q9BUK6;Q9BUK6-2;Q9BUK6-3;Q9BUK6-7,1.287894143,35.37756417,Mitochondrion,
Q9BUL8,54.74586402,-9.69748662,Cytoplasm,
Q9BUN8;Q9BUN8-2,-6.262824453,63.60805326,ER,
Q9BUP3-3,43.52785121,-34.30018118,,
Q9BUQ8,-49.09336378,5.864392305,Nucleus,mRNA splicing
Q9BUR5;Q9BUR5-2,18.32540512,-48.98800541,,
Q9BUT1;Q9BUT1-2;Q9BUT1-3,11.15917583,-42.99331408,Cytoplasm,
Q9BV19,3.897934573,-42.41615481,,
Q9BV20;Q9BV20-2,-54.93321879,-22.47571973,,
Q9BV23,5.769077512,-38.25514435,Mitochondrion,
Q9BV38,-50.67120234,9.737362221,,
Q9BV40,57.52568079,-19.5566746,,
Q9BV44,-7.627974765,55.46823357,,
Q9BV57;Q9BV57-2,-27.54189412,-44.79756317,,
Q9BV68;Q9BV68-2,-22.63333507,-8.303442574,,
Q9BV73;Q9BV73-2,1.554791771,14.93549713,Cytoplasm,
Q9BV79;Q9BV79-2,8.23672774,-44.82482711,,
Q9BV81,-11.91071888,-42.83922865,,
Q9BV86;Q9BV86-2,-7.786426771,65.95434761,Nucleus,
Q9BVA1,19.60024757,8.956282585,Cytoplasm,
Q9BVC5,-24.24538619,30.44675369,,
Q9BVC6,28.9273013,-32.20694088,,
Q9BVG4,6.901587858,-28.42040106,,
Q9BVI4,-32.48453256,46.3640657,Nucleolus,
Q9BVJ6;Q9BVJ6-3;Q9BVJ6-2,-58.77259726,-7.465160372,Nucleolus,
Q9BVJ7,36.13004308,10.1566941,,
Q9BVK6,30.13485872,-42.42555453,ER,
Q9BVL2-2;Q9BVL2-3;Q9BVL2,-27.02452281,27.58049502,Nucleus,
Q9BVL4,7.236618214,11.12449058,,
Q9BVM2,-25.48030008,-32.91715584,,
Q9BVM4,54.34770024,-31.57569981,,
Q9BVP2-2;Q9BVP2,-31.84371815,32.64674777,Nucleolus,
Q9BVQ7;Q9BVQ7-2,-22.09552744,6.511180736,Cytoplasm,
Q9BVS4;Q9BVS4-2,7.73479936,54.0432466,,
Q9BVV7,-3.047062992,33.33739808,Mitochondrion,
Q9BW19,4.284229897,61.85813879,,
Q9BW27,41.67623413,-3.493976966,,
Q9BW60;Q9BW60-2,-42.06983882,-18.97467905,ER,
Q9BW61,-14.55095412,26.17238436,,
Q9BW71;Q9BW71-2,10.19081036,-43.06081849,Nucleus,
Q9BW83;Q9BW83-2,-22.80226114,-14.88907993,,
Q9BW91-2;Q9BW91,-10.27217865,-42.31678937,Mitochondrion,
Q9BW92;Q9BW92-2,-15.91938755,-54.71450445,Mitochondrion,
Q9BWD1,-56.76698202,-8.897995928,Cytoplasm,
Q9BWE0;Q9BWE0-4,0.17018879,57.72218947,Nucleus,
Q9BWF3;Q9BWF3-4;Q9BWF3-3;Q9BWF3-2,-44.16530919,27.94512218,,mRNA splicing
Q9BWH2,-8.653989929,-43.92383992,,
Q9BWH6;Q9BWH6-3,11.19781612,28.22401135,Nucleus,
Q9BWJ5,-36.25575704,9.676728495,Nucleus,mRNA splicing
Q9BWM7,49.21395805,-42.14625538,Mitochondrion,
Q9BWS9;Q9BWS9-2,40.81260179,-40.47349652,Secreted,
Q9BWU0,-28.06583017,41.98040633,,
Q9BX40;Q9BX40-2,-1.785580307,27.4838343,,
Q9BX68,37.40939978,-42.43901144,Mitochondrion,
Q9BXB4,4.255155645,42.84296544,,
Q9BXJ9;Q9BXJ9-4,-51.46604063,-5.209467612,,
Q9BXK5,41.37801086,-46.77143273,,
Q9BXL7,-0.657566438,48.42442263,Cytoplasm,
Q9BXP2,9.540737388,8.077537719,,
Q9BXP5-4;Q9BXP5-2;Q9BXP5-3;Q9BXP5;Q9BXP5-5,-40.76494916,27.47358491,,
Q9BXR0;Q9BXR0-2,-31.21807942,0.516586768,Mitochondrion,
Q9BXS5;Q9BXS5-2,44.0438618,-10.25180734,,
Q9BXS6-2;Q9BXS6-7,13.07619172,65.18595207,,
Q9BXW7-2;Q9BXW7,-23.65304453,-54.2115877,,
Q9BXW9;Q9BXW9-1;Q9BXW9-3,5.251375699,60.44432005,Nucleus,
Q9BXY0,-56.91611201,24.13947091,Nucleolus,
Q9BY32;Q9BY32-3;Q9BY32-2,-4.941158223,-9.754280162,Cytoplasm,
Q9BY42,-11.00626569,50.77284717,,
Q9BY43,-14.80096569,0.218353853,,
Q9BY44;Q9BY44-3;Q9BY44-4;Q9BY44-2,-2.107101817,64.08654512,,
Q9BY50,9.377391773,-54.50486467,ER,
Q9BY77,-8.099995416,44.76637519,,
Q9BYB4;Q9BYB4-2,-9.198709699,-13.67889047,,
Q9BYC5;Q9BYC5-2;Q9BYC5-3,44.03658296,-50.73031095,,
Q9BYC8,-7.521989111,-19.57495908,Mitochondrion,
Q9BYC9,-5.542011972,-14.30527557,Mitochondrion,
Q9BYD1,-9.817608697,-20.64459407,Mitochondrion,
Q9BYD2,-12.11954193,-18.13771753,Mitochondrion,
Q9BYD3;Q9BYD3-2,-11.11647586,-19.50076939,Mitochondrion,
Q9BYD6,-13.84558024,-24.4012432,Mitochondrion,
Q9BYG3,-29.46341383,53.82408613,Nucleolus,
Q9BYJ9,-7.759319953,33.40415765,Cytoplasm,
Q9BYK8;Q9BYK8-2;Q9BYK8-4,47.36756094,14.05796033,Nucleus,
Q9BYM8;Q9BYM8-3,1.004304254,-15.78710918,,
Q9BYN0,-27.79272165,-7.083390564,Cytoplasm,
Q9BYN8,-12.13768234,-25.05430074,Mitochondrion,
Q9BYT8,-15.26474229,7.102054043,Mitochondrion,
Q9BYW2;Q9BYW2-2,-16.0386467,20.0331119,Nucleus,
Q9BYX4,19.85750022,34.06716476,,
Q9BZ29-4;Q9BZ29-3;Q9BZ29,18.51833372,26.87928051,,
Q9BZD4,12.68832898,58.14488326,Nucleus,
Q9BZE1,-11.11015101,-16.49981318,Mitochondrion,
Q9BZE4;Q9BZE4-2,9.011027973,21.89181127,Nucleolus,
Q9BZE9;Q9BZE9-2;Q9BZE9-3,-26.01447668,43.52189645,,
Q9BZF1;Q9BZF1-3;Q9BZF1-2,48.90466151,-21.53159608,,
Q9BZF9;Q9BZF9-2,51.7080845,-13.11865352,,
Q9BZG1;Q9BZG1-4;Q9BZG1-2,13.32397934,-12.52172808,Cytoplasm,
Q9BZG8;Q9BZG8-2,-18.03683215,-37.54576904,,
Q9BZH6,45.27404763,-17.13235372,,
Q9BZI7;Q9BZI7-2,-20.66375681,36.14427399,,
Q9BZJ0-3;Q9BZJ0,-13.46227591,50.1173078,,
Q9BZK7,-31.26474861,23.50241863,Nucleus,
Q9BZL1,-10.36336195,9.327260513,Cytoplasm,
Q9BZL6;Q9BZL6-2,36.36740543,18.16519404,,
Q9BZQ8,16.92301935,-25.9889083,Cytoplasm,
Q9BZV1,34.04497297,-5.79116474,,
Q9BZX2,9.051286162,59.54175138,,
Q9BZZ5-2;Q9BZZ5-3;Q9BZZ5-5;Q9BZZ5-1,-29.3586332,31.96458458,,
Q9C005,-46.66295084,8.288549541,Nucleus,
Q9C037,-43.62674908,-16.02261504,Cytoplasm,
Q9C0B1,-39.75223413,22.57691826,Nucleus,
Q9C0C2,1.915647537,-27.79670946,,
Q9C0C9,40.04105461,24.95261151,,
Q9C0D3,45.72097987,-9.415359784,,
Q9C0D5;Q9C0D5-2,54.01408875,-41.96860251,,
Q9C0E2,30.29467818,-13.72968968,,
Q9C0E8;Q9C0E8-4;Q9C0E8-3,4.055447248,-40.04228778,ER,
Q9C0I1;Q9C0I1-3;Q9C0I1-2,50.02792384,-11.97341949,Cytoplasm,
Q9C0J8,-2.228747418,12.5391449,Nucleus,
Q9GZL7,-52.16716619,21.44633461,Nucleolus,nucleolar rRNA processing
Q9GZM5,-4.513125792,-6.306635405,Cytoplasm,
Q9GZN8,-12.64468829,9.228642501,,
Q9GZP4;Q9GZP4-2,36.93777098,-47.26128322,,
Q9GZQ3,-16.09683499,-12.86612493,,
Q9GZQ8;A6NCE7,-43.06367519,-14.73514622,Cytoplasm,
Q9GZR2,-54.57774135,21.68809606,Nucleolus,
Q9GZR7,-28.13911041,19.5495508,,
Q9GZS1-2;Q9GZS1,-5.224189587,50.30669002,Nucleolus,
Q9GZS3,-2.771274668,-47.57268093,,
Q9GZT3-2;Q9GZT3,-50.16343489,12.60795353,,
Q9GZT4,-16.44769357,-15.76578833,,
Q9GZT8-2;Q9GZT8;Q9GZT8-3,-20.19947143,-11.39755565,,
Q9GZT9;Q9GZT9-2;Q9GZT9-3,10.40979618,32.3129591,,
Q9GZU8,16.96704513,46.23257979,Nucleus,
Q9GZY8;Q9GZY8-4;Q9GZY8-3,34.22352759,-10.54934403,Mitochondrion,
Q9GZZ1;Q9GZZ1-2,-40.4340943,6.584295589,,
Q9GZZ9;Q9GZZ9-2,7.908844235,-21.28685114,,
Q9H000;Q9H000-2,-18.78904807,-8.987826403,,
Q9H061;Q9H061-2,6.618229911,-43.71230194,Mitochondrion,
Q9H074;Q9H074-2,-13.08472002,-0.301334468,Cytoplasm,
Q9H078-2;Q9H078;Q9H078-3;Q9H078-5,-21.03488747,54.61512405,Mitochondrion,
Q9H082,-2.803261369,-27.56095742,,
Q9H089,-16.04590193,49.58973373,,
Q9H098-2,6.236533184,55.69406409,,
Q9H0A0;Q9H0A0-2,-53.09342269,25.32086921,Nucleolus,nucleolar rRNA processing
Q9H0A8;Q9H0A8-2,-0.913684235,21.5803959,,
Q9H0B6;Q9H0B6-2,46.50083848,-26.86533776,Cytoplasm,
Q9H0C8,-12.95392316,51.61865013,Cytoplasm,
Q9H0D6;Q9H0D6-2,-11.91251642,51.83756354,Nucleolus,
Q9H0E2;Q9H0E2-2,52.7074841,-34.81098837,Cytoplasm,
Q9H0E3;Q9H0E3-3;Q9H0E3-2,-6.521988325,38.2353777,Nucleus,
Q9H0H0,-21.1850071,42.50298306,Nucleus,
Q9H0H5,6.536199239,65.20263889,,
Q9H0J9,10.46408072,52.06394436,Nucleus,
Q9H0L4,-3.659247704,44.44065706,Nucleus,
Q9H0N5,-19.28258445,-38.26757184,,
Q9H0P0-1,36.34848998,1.299352672,ER,
Q9H0R4,40.16331498,-39.15920041,,
Q9H0R6;Q9H0R6-2,-1.032478349,-10.85340592,Mitochondrion,
Q9H0S4;Q9H0S4-2,8.817658357,21.95727018,Nucleolus,
Q9H0U3,29.40562739,-40.79416129,ER,
Q9H0U4,61.16769499,-16.03189398,Cytoplasm,
Q9H0U6,-11.23704574,-19.6975631,Mitochondrion,
Q9H0V9;Q9H0V9-2;Q9H0V9-3,-9.949724553,-44.36544994,ER,
Q9H0W8;Q9H0W8-2,4.874102325,44.94856153,,
Q9H0W9-2;Q9H0W9;Q9H0W9-3,17.86074424,-41.17294155,Nucleus,
Q9H147,-12.58120474,7.228506983,Nucleus,
Q9H173,-3.564931123,0.273245265,ER,
Q9H1A4,-3.416706826,41.40902644,,
Q9H1B7,1.513348367,52.78130816,Nucleus,
Q9H1E3;Q9H1E3-2,-18.35344805,38.54516677,Nucleus,
Q9H1E5,33.72910606,-3.142368026,,
Q9H1I8;Q9H1I8-3,14.95286002,45.0779045,Nucleus,
Q9H1K1;Q9H1K1-2,-9.202499556,-27.37217059,,
Q9H1Y0;Q9H1Y0-2,32.25772969,-12.76624285,Cytoplasm,
Q9H1Z4;Q9H1Z4-2,3.683726619,-41.15757785,Nucleus,
Q9H201;Q9H201-2,-5.479740758,-42.65875558,,
Q9H223,30.99333064,16.09915601,,
Q9H267;Q9H267-2,48.30476469,-28.98293157,,
Q9H269;Q9H269-2,36.09340166,5.011150776,,
Q9H270,35.58700698,3.946511706,,
Q9H299,56.59262364,8.077075613,,
Q9H2C0,-23.8958836,-40.92395449,Cytoplasm,
Q9H2D6;Q9H2D6-3,30.74492428,21.43279568,,
Q9H2G2,25.92893005,15.96259619,Cytoplasm,
Q9H2H8,5.361175584,8.599431796,,
Q9H2H9,2.958220567,11.41318191,,
Q9H2J4,-41.88428959,-2.281374569,Cytoplasm,
Q9H2K0,-2.207760493,-45.85160151,Mitochondrion,
Q9H2K8,47.50721071,19.31770036,Cytoplasm,
Q9H2M9,39.43497753,-20.64319052,Cytoplasm,
Q9H2P0,-9.108246578,45.04321098,Nucleus,
Q9H2P9;Q9H2P9-5;Q9H2P9-3;Q9H2P9-2;Q9H2P9-6;Q9H2P9-4,-18.33860179,-26.63089397,,
Q9H2U1;Q9H2U1-2;Q9H2U1-3,9.62500341,43.85568907,,
Q9H2U2;Q9H2U2-2;Q9H2U2-3;Q9H2U2-6,26.24623811,-49.98617387,Mitochondrion,
Q9H2W6,-12.89188762,-23.34354605,Mitochondrion,
Q9H307;Q9H307-2,-18.66556195,36.62689669,Nucleus,
Q9H330-2;Q9H330;Q9H330-4,26.69092643,-11.54135695,,
Q9H3H1;Q9H3H1-4,4.923044291,-20.29028669,Mitochondrion,
Q9H3H3-2;Q9H3H3-3;Q9H3H3,-28.89362954,-12.40486721,,
Q9H3K2,6.388772308,-46.47950777,Mitochondrion,
Q9H3K6;Q9H3K6-2,-34.33339184,-7.112765718,,
Q9H3N1,22.34581501,-3.695585364,ER,
Q9H3P2,-14.97425481,46.41229052,Nucleus,
Q9H3P7,-29.16907625,-21.15562534,Mitochondrion,
Q9H3S4,6.661796325,13.8848714,,
Q9H3S7,25.72899122,27.08652008,,
Q9H3U1-2,35.47436688,21.91713652,,
Q9H3Z4;Q9H3Z4-2,55.68414394,-4.55987007,,
Q9H444,5.768010339,-30.02012122,,
Q9H446;Q9H446-2,-20.58330645,-9.099028588,,
Q9H488,-35.64650614,-21.11504795,ER,
Q9H497;Q9H497-2,10.10351407,3.073846351,ER,
Q9H4A3-5;Q9H4A3-6;Q9H4A3-7;Q9H4A3-2;Q9H4A3;Q9H4A3-4,-9.342267692,25.95457034,Cytoplasm,
Q9H4A4,2.706086215,-6.205637895,Secreted,
Q9H4A5;Q9H4A5-2,18.25590959,-4.15964524,,
Q9H4A6,18.37914674,-4.212482845,Mitochondrion,
Q9H4E7,0.818200528,-24.15691782,,
Q9H4G4,47.14251047,13.02358563,,
Q9H4I3;Q9H4I3-2,-20.16226548,20.46955742,,
Q9H4L4,-2.435854558,17.71636703,,
Q9H4L5-2;Q9H4L5-4;Q9H4L5-6,13.70482107,-24.75975107,,
Q9H4L7-2;Q9H4L7,32.72878023,35.23856913,Nucleus,
Q9H4M9,61.1669039,-11.94094612,,
Q9H4Z3,-23.85112662,35.51588714,Nucleus,
Q9H501,-58.63825129,23.71942509,Nucleolus,
Q9H553;Q9H553-2,21.89678336,-35.17182441,,
Q9H583,-55.66090195,18.87938972,Nucleolus,nucleolar rRNA processing
Q9H5N1;Q9H5N1-2,18.91021257,37.06198595,Cytoplasm,
Q9H5Q4,-34.74664748,37.13704435,Mitochondrion,
Q9H5V8;Q9H5V8-2,18.60106363,15.05683268,Secreted,
Q9H5V9-2;Q9H5V9;Q9H5V9-3,-12.74107661,48.85793123,,
Q9H5X1,-12.37191062,57.39424954,Cytoplasm,
